,uid,Visibility,Wind speed (gust),Surface pressure,Orography,Temperature,Plant canopy surface water,Water equivalent of accumulated snow depth (deprecated),Snow cover,Snow depth,Percent frozen precipitation,Precipitation rate,Categorical snow,Categorical ice pellets,Categorical freezing rain,Categorical rain,Forecast surface roughness,Frictional velocity,Instantaneous surface sensible heat flux,Latent heat net flux,Ground heat flux,Vegetation Type,Convective available potential energy,Convective inhibition,Downward short-wave radiation flux,Downward long-wave radiation flux,Upward short-wave radiation flux,Upward long-wave radiation flux,Visible Beam Downward Solar Flux,Visible Diffuse Downward Solar Flux,Boundary layer height,Land-sea mask,Sea ice area fraction,Vegetation,unknown,Leaf Area Index,Cloud Forcing Net Solar Flux,Lightning
7972,qbtu,14200.0,8.170734405517578,101270.0,51.18275451660156,285.26708984375,0.30000001192092896,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.1550000011920929,0.11999999731779099,-11.0,0.0,15.0,12.0,0.0,0.0,0.0,340.6000061035156,0.0,351.18438720703125,0.0,0.0,319.2419128417969,1.0,0.0,,,,,
7973,qrsz,12200.0,6.295734405517578,101950.0,0.9952545166015625,285.32958984375,0.10000000149011612,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.09560000151395798,0.27000001072883606,-2.0,0.0,7.0,12.0,0.0,0.0,0.0,368.0,0.0,351.43438720703125,0.0,0.0,457.5544128417969,1.0,0.0,,,,,
7974,uitl,9100.0,3.4354019165039062,101560.0,6.1515045166015625,286.34613037109375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.30000001192092896,58.0,9.0,59.0,8.0,0.0,0.0,104.80000305175781,282.79998779296875,13.625,381.31097412109375,388.0,47.400001525878906,175.0888214111328,1.0,0.0,,,,,
7975,umqb,12300.0,2.4207346439361572,101800.0,3.3077545166015625,284.45458984375,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2671999931335449,0.14000000059604645,-13.0,-10.0,24.0,12.0,0.0,0.0,0.0,316.70001220703125,0.0,347.18438720703125,0.0,0.0,375.9919128417969,1.0,0.0,,,,,
7976,utjy,100.0,3.4979019165039062,101620.0,1.1515045166015625,285.34613037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1703999936580658,0.3499999940395355,73.0,4.0,65.0,7.0,0.0,0.0,77.80000305175781,304.79998779296875,10.125,376.06097412109375,19.0,75.0,167.2763214111328,1.0,0.0,,,,,
7977,vpch,7600.0,7.608234405517578,101320.0,49.12025451660156,285.51708984375,0.30000001192092896,0.0,0.0,0.0,0.0,0.0006000000284984708,0.0,0.0,0.0,1.0,0.1598999947309494,0.36000001430511475,-29.0,10.0,-7.0,12.0,0.0,0.0,0.0,359.70001220703125,0.0,352.43438720703125,0.0,0.0,408.0544128417969,1.0,0.0,,,,,
7978,vfyc,100.0,3.1229019165039062,101610.0,0.8077545166015625,285.84613037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14589999616146088,0.33000001311302185,83.0,5.0,75.0,7.0,0.0,0.0,102.4000015258789,282.6000061035156,13.375,378.43597412109375,251.0,64.9000015258789,170.7138214111328,1.0,0.0,,,,,
7979,vqxs,15100.0,3.7332346439361572,101840.0,0.8077545166015625,285.57958984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.07999999821186066,-5.0,0.0,0.0,17.0,0.0,0.0,0.0,314.8999938964844,0.0,369.68438720703125,0.0,0.0,312.4919128417969,0.0,0.0,,,,,
7980,zkwi,10200.0,3.1854019165039062,101530.0,6.2765045166015625,287.78363037109375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6624000072479248,0.4300000071525574,57.0,19.0,61.0,13.0,0.0,0.0,105.69999694824219,285.29998779296875,13.75,388.81097412109375,388.0,48.20000076293945,257.58880615234375,1.0,0.0,,,,,
7981,wewx,13800.0,8.233234405517578,101370.0,43.33900451660156,285.39208984375,0.30000001192092896,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.1378999948501587,0.25999999046325684,-25.0,0.0,12.0,7.0,0.0,0.0,0.0,332.0,0.0,330.93438720703125,0.0,0.0,340.5544128417969,1.0,0.0,,,,,
7982,zpxp,10300.0,3.2479019165039062,101490.0,8.901504516601562,287.90863037109375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3122999966144562,0.3499999940395355,46.0,22.0,53.0,12.0,0.0,0.0,105.0999984741211,287.6000061035156,13.875,389.43597412109375,385.0,48.0,269.21380615234375,1.0,0.0,,,,,
7983,wnvd,12300.0,2.4207346439361572,101800.0,3.3077545166015625,284.45458984375,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2671999931335449,0.14000000059604645,-13.0,-10.0,24.0,12.0,0.0,0.0,0.0,316.70001220703125,0.0,347.18438720703125,0.0,0.0,375.9919128417969,1.0,0.0,,,,,
7984,xkqb,12600.0,3.1707346439361572,101830.0,1.1515045166015625,285.89208984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.09000000357627869,-3.0,0.0,0.0,17.0,0.0,0.0,0.0,315.1000061035156,0.0,371.18438720703125,0.0,0.0,375.4294128417969,0.0,0.0,,,,,
7985,ywsg,600.0,7.795734405517578,101930.0,5.9952545166015625,282.64208984375,0.10000000149011612,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07090000063180923,0.1899999976158142,-5.0,0.0,-9.0,12.0,0.0,0.0,0.0,362.5,0.0,338.43438720703125,0.0,0.0,394.1169128417969,1.0,0.0,,,,,
7986,ywui,15700.0,3.4207346439361572,101720.0,8.901504516601562,284.32958984375,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.27959999442100525,0.05000000074505806,-5.0,0.0,41.0,8.0,0.0,0.0,0.0,314.79998779296875,0.0,344.55938720703125,0.0,0.0,230.1168975830078,1.0,0.0,,,,,
7987,zakx,14500.0,8.420734405517578,101630.0,11.901504516601562,285.32958984375,0.20000000298023224,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.1315000057220459,0.3499999940395355,-40.0,0.0,13.0,12.0,0.0,0.0,0.0,314.0,0.0,351.43438720703125,0.0,0.0,185.6168975830078,1.0,0.0,,,,,
7988,zips,12200.0,2.7957346439361572,101720.0,8.932754516601562,284.64208984375,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2345999926328659,0.20999999344348907,-20.0,-20.0,16.0,8.0,0.0,0.0,0.0,314.3999938964844,0.0,346.05938720703125,0.0,0.0,332.8669128417969,1.0,0.0,,,,,
7989,dtow,23300.0,5.004851818084717,98360.0,228.02650451660156,293.4894714355469,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7925999760627747,0.05000000074505806,-3.0,0.0,50.0,4.0,0.0,0.0,0.0,366.5,0.0,391.1770324707031,0.0,0.0,116.72193145751953,1.0,0.0,,,,,
7990,fofk,15600.0,10.004851341247559,96370.0,370.3077392578125,294.8644714355469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6359000205993652,0.47999998927116394,-1.0,30.0,50.0,4.0,130.0,-70.0,0.0,407.0,0.0,398.5520324707031,0.0,0.0,382.846923828125,1.0,0.0,,,,,
7991,fxjj,24100.0,3.1923515796661377,98270.0,235.02650451660156,293.9894714355469,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7825999855995178,0.10999999940395355,-8.0,0.0,50.0,4.0,0.0,0.0,0.0,355.3999938964844,0.0,393.8020324707031,0.0,0.0,207.159423828125,1.0,0.0,,,,,
7992,rsri,18600.0,11.192351341247559,101180.0,5.9952545166015625,299.1144714355469,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.588699996471405,0.5,-42.0,50.0,40.0,5.0,1880.0,-70.0,0.0,410.29998779296875,0.0,426.5520324707031,0.0,0.0,252.846923828125,1.0,0.0,,,,,
7993,dwvc,20700.0,8.240092277526855,98090.0,303.7764892578125,293.58636474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.10409999638795853,0.28999999165534973,-18.0,10.0,60.0,12.0,0.0,0.0,0.0,334.8999938964844,0.0,421.2938232421875,0.0,0.0,223.09461975097656,1.0,0.0,,,,,
7994,eokv,14200.0,8.552592277526855,99780.0,115.33900451660156,291.89886474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4226999878883362,0.5199999809265137,-54.0,50.0,40.0,4.0,0.0,0.0,0.0,357.29998779296875,0.0,411.5438232421875,0.0,0.0,291.7196350097656,1.0,0.0,,,,,
7995,gniq,18600.0,8.552592277526855,97580.0,357.9952392578125,293.08636474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.14000000059604645,-8.0,60.0,0.0,17.0,0.0,0.0,0.0,340.29998779296875,0.0,418.5438232421875,0.0,0.0,397.6571350097656,0.0,0.0,,,,,
7996,ityd,17500.0,7.9275922775268555,97560.0,357.9952392578125,293.21136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.15000000596046448,-8.0,60.0,0.0,17.0,0.0,0.0,0.0,339.79998779296875,0.0,419.1688232421875,0.0,0.0,96.0946273803711,0.0,0.0,,,,,
7997,krra,19700.0,6.8650922775268555,95110.0,589.9952392578125,292.21136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.05000000074505806,-3.0,10.0,0.0,17.0,0.0,0.0,0.0,341.79998779296875,0.0,413.2938232421875,0.0,0.0,116.7196273803711,0.0,0.0,,,,,
7998,kyxh,18500.0,8.302592277526855,97580.0,357.9952392578125,293.14886474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.12999999523162842,-8.0,50.0,0.0,17.0,0.0,0.0,0.0,340.79998779296875,0.0,418.6688232421875,0.0,0.0,401.6571350097656,0.0,0.0,,,,,
7999,ljwx,39200.0,4.3650922775268555,91000.0,987.3702392578125,292.58636474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.27000001072883606,-34.0,0.0,50.0,1.0,0.0,0.0,3.9000000953674316,319.8999938964844,0.375,415.4188232421875,16.0,3.700000047683716,200.40711975097656,1.0,0.0,,,,,
8000,lpaf,17700.0,7.9900922775268555,97530.0,361.6827392578125,293.21136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.15000000596046448,-7.0,60.0,0.0,17.0,0.0,0.0,0.0,339.6000061035156,0.0,419.1688232421875,0.0,0.0,108.5946273803711,0.0,0.0,,,,,
8001,ommd,19400.0,8.240092277526855,98260.0,287.9952392578125,292.02386474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0649000033736229,0.23999999463558197,-35.0,30.0,60.0,12.0,0.0,0.0,0.0,333.8999938964844,0.0,412.5438232421875,0.0,0.0,151.53211975097656,1.0,0.0,,,,,
8002,oxoo,17500.0,7.9275922775268555,97560.0,357.9952392578125,293.21136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.15000000596046448,-8.0,60.0,0.0,17.0,0.0,0.0,0.0,339.79998779296875,0.0,419.1688232421875,0.0,0.0,96.0946273803711,0.0,0.0,,,,,
8003,pnoo,19500.0,6.6775922775268555,95250.0,577.0264892578125,292.46136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.18479999899864197,0.1599999964237213,-17.0,0.0,50.0,12.0,0.0,0.0,0.0,342.29998779296875,0.0,414.7938232421875,0.0,0.0,185.53211975097656,1.0,0.0,,,,,
8004,pnxu,13100.0,8.302592277526855,97080.0,387.0577392578125,289.14886474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.15620000660419464,0.36000001430511475,-44.0,20.0,50.0,12.0,0.0,0.0,0.0,320.3999938964844,0.0,396.5438232421875,0.0,0.0,446.2196350097656,1.0,0.0,,,,,
8005,qjso,19700.0,6.8650922775268555,95110.0,589.9952392578125,292.21136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.05000000074505806,-3.0,10.0,0.0,17.0,0.0,0.0,0.0,341.79998779296875,0.0,413.2938232421875,0.0,0.0,116.7196273803711,0.0,0.0,,,,,
8006,qltk,42700.0,9.115092277526855,91770.0,912.4327392578125,293.77386474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.598800003528595,0.6299999952316284,-66.0,20.0,40.0,1.0,0.0,0.0,2.200000047683716,322.8999938964844,0.25,422.1688232421875,46.0,1.7999999523162842,454.7196350097656,1.0,0.0,,,,,
8007,shsc,18000.0,6.4900922775268555,98240.0,291.2139892578125,293.14886474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07569999992847443,0.1899999976158142,-11.0,10.0,70.0,9.0,0.0,0.0,0.0,336.29998779296875,0.0,418.6688232421875,0.0,0.0,285.8446350097656,1.0,0.0,,,,,
8008,tbnp,25700.0,2.4275922775268555,99280.0,178.71400451660156,299.83636474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.03999999910593033,-1.0,0.0,30.0,1.0,0.0,0.0,63.70000076293945,356.70001220703125,8.0,458.1688232421875,267.0,35.5,107.5321273803711,1.0,0.0,,,,,
8009,tozt,19800.0,6.6150922775268555,95250.0,576.7764892578125,292.46136474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.1459999978542328,0.12999999523162842,-13.0,0.0,50.0,12.0,0.0,0.0,0.0,342.3999938964844,0.0,414.6688232421875,0.0,0.0,186.03211975097656,1.0,0.0,,,,,
8010,vbfo,18200.0,7.8650922775268555,97570.0,358.8389892578125,293.14886474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.11999999731779099,-5.0,50.0,0.0,17.0,0.0,0.0,0.0,339.29998779296875,0.0,418.7938232421875,0.0,0.0,111.3446273803711,0.0,0.0,,,,,
8011,viwo,39600.0,7.9900922775268555,75640.0,2523.651611328125,292.89886474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4357999861240387,0.6700000166893005,-8.0,0.0,70.0,1.0,0.0,0.0,24.399999618530273,302.20001220703125,3.125,417.2938232421875,115.0,18.600000381469727,730.6571044921875,1.0,0.0,,,,,
8012,dxvy,13400.0,1.1162070035934448,95980.0,526.5577392578125,279.5457763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.218299999833107,0.10999999940395355,5.0,10.0,20.0,14.0,0.0,0.0,0.0,334.20001220703125,0.0,318.5277099609375,0.0,0.0,360.6829528808594,1.0,0.0,,,,,
8013,etci,16600.0,0.4912070631980896,100590.0,128.87025451660156,284.9207763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3303999900817871,0.009999999776482582,0.0,0.0,20.0,14.0,0.0,0.0,0.0,364.70001220703125,0.0,343.9027099609375,0.0,0.0,133.8079376220703,1.0,0.0,,,,,
8014,hwqz,12300.0,1.9912070035934448,102130.0,0.6515045166015625,291.0457763671875,0.10000000149011612,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.18019999563694,0.07000000029802322,-2.0,0.0,20.0,14.0,20.0,-2.0,0.0,382.8999938964844,0.0,374.1527099609375,0.0,0.0,46.557945251464844,1.0,0.0,,,,,
8015,mfpb,12400.0,0.9287070631980896,102100.0,2.9327545166015625,291.2332763671875,0.20000000298023224,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2558000087738037,0.009999999776482582,0.0,0.0,0.0,14.0,0.0,-10.0,0.0,407.70001220703125,0.0,375.1527099609375,0.0,0.0,136.3079376220703,1.0,0.0,,,,,
8016,nvjp,12600.0,1.6787070035934448,102140.0,-0.0047454833984375,293.3582763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.03999999910593033,4.0,10.0,0.0,17.0,10.0,-6.0,0.0,405.5,0.0,411.4027099609375,0.0,0.0,48.620445251464844,0.0,0.0,,,,,
8017,nyul,12400.0,1.9912070035934448,102140.0,0.0890045166015625,291.1082763671875,0.10000000149011612,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4065000116825104,0.07000000029802322,-1.0,0.0,0.0,1.0,10.0,-5.0,0.0,404.1000061035156,0.0,386.9027099609375,0.0,0.0,46.807945251464844,1.0,0.0,,,,,
8018,osmc,13900.0,1.7412070035934448,102120.0,1.0577545166015625,291.7332763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.30239999294281006,0.019999999552965164,0.0,0.0,10.0,11.0,10.0,-26.0,0.0,399.6000061035156,0.0,390.2777099609375,0.0,0.0,94.18294525146484,1.0,0.0,,,,,
8019,szaf,17000.0,0.4912070631980896,100930.0,99.99525451660156,284.9207763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.16990000009536743,0.009999999776482582,0.0,0.0,20.0,14.0,0.0,0.0,0.0,365.0,0.0,343.7777099609375,0.0,0.0,149.1204376220703,1.0,0.0,,,,,
8020,uqtf,17100.0,0.6162070631980896,100930.0,99.65150451660156,284.8582763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.20360000431537628,0.019999999552965164,0.0,0.0,20.0,14.0,0.0,0.0,0.0,362.0,0.0,343.4027099609375,0.0,0.0,164.6204376220703,1.0,0.0,,,,,
8021,uvyp,13400.0,1.1162070035934448,95950.0,527.0264892578125,279.5457763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.7817000150680542,0.12999999523162842,5.0,10.0,30.0,4.0,0.0,0.0,0.0,334.5,0.0,322.0277099609375,0.0,0.0,293.5579528808594,1.0,0.0,,,,,
8022,vjuh,13400.0,1.1162070035934448,95980.0,526.5577392578125,279.5457763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.218299999833107,0.10999999940395355,5.0,10.0,20.0,14.0,0.0,0.0,0.0,334.20001220703125,0.0,318.5277099609375,0.0,0.0,360.6829528808594,1.0,0.0,,,,,
8023,zqvb,16600.0,0.4912070631980896,100590.0,128.87025451660156,284.9207763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3303999900817871,0.009999999776482582,0.0,0.0,20.0,14.0,0.0,0.0,0.0,364.70001220703125,0.0,343.9027099609375,0.0,0.0,133.8079376220703,1.0,0.0,,,,,
8024,ecde,12600.0,4.2215800285339355,97680.0,419.4327392578125,277.1238098144531,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0
8025,kvsy,13100.0,3.2215797901153564,97390.0,444.9639892578125,276.4988098144531,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
8026,vjhs,13300.0,3.0965797901153564,97220.0,459.3077392578125,276.3738098144531,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
8027,dydj,12800.0,12.171113967895508,99380.0,173.99525451660156,297.4780578613281,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,860.0,0.0,0.0,,,,,,753.4375,0.0,0.0,,,,,0.0
8028,gweo,11600.0,13.046113967895508,99380.0,173.99525451660156,295.7280578613281,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,740.0,-2.0,0.0,,,,,,509.875,0.0,0.0,,,,,0.0
8029,dykj,20800.0,2.1302571296691895,99000.0,238.23214721679688,297.72808837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3043000102043152,0.10000000149011612,-10.0,10.0,40.0,14.0,1320.0,-59.0,0.0,391.1000061035156,0.0,409.8673400878906,0.0,0.0,52.70231628417969,1.0,0.0,86.0,4.800000190734863,2.0,0.0,
8030,hdvw,16200.0,2.0677571296691895,101890.0,1.8571395874023438,300.10308837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5242000222206116,0.10000000149011612,-3.0,10.0,40.0,1.0,2640.0,-27.0,0.0,417.79998779296875,0.0,436.7423400878906,0.0,0.0,128.2023162841797,1.0,0.0,74.0,23.700000762939453,1.375,0.0,
8031,ilfb,19100.0,1.8802571296691895,99600.0,184.60714721679688,297.91558837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3416999876499176,0.11999999731779099,-10.0,10.0,40.0,14.0,1390.0,-85.0,0.0,392.79998779296875,0.0,410.7423400878906,0.0,0.0,50.82731628417969,1.0,0.0,89.0,3.0999999046325684,2.75,0.0,
8032,jxul,30000.0,0.9427570700645447,98760.0,264.7321472167969,295.10308837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7835000157356262,0.009999999776482582,-1.0,0.0,50.0,4.0,0.0,0.0,0.0,377.20001220703125,0.0,400.1173400878906,0.0,0.0,72.57731628417969,1.0,0.0,52.0,3.4000000953674316,1.25,0.0,
8033,kmzg,17200.0,3.6927571296691895,101820.0,6.419639587402344,299.97808837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07000000029802322,-2.0,10.0,50.0,5.0,2250.0,-49.0,0.0,408.70001220703125,0.0,431.6173400878906,0.0,0.0,116.76481628417969,1.0,0.0,78.0,24.600000381469727,3.75,0.0,
8034,lkkx,16400.0,2.6302571296691895,101910.0,0.01338958740234375,302.66558837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.000699999975040555,0.07000000029802322,9.0,70.0,0.0,17.0,2220.0,-42.0,0.0,415.5,0.0,466.3673400878906,0.0,0.0,156.4523162841797,0.0,0.0,30.0,16.299999237060547,0.0,0.0,
8035,dyvc,100.0,1.235683560371399,99640.0,175.99525451660156,293.7084655761719,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0
8036,igps,15500.0,6.548183441162109,99640.0,175.99525451660156,295.3959655761719,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,0.0,0.0,0.0,,,,,,318.8125,0.0,0.0,,,,,0.0
8037,llux,17300.0,2.1927571296691895,101920.0,0.01338958740234375,302.66558837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999821186066,7.0,80.0,0.0,17.0,2400.0,-25.0,0.0,419.70001220703125,0.0,466.3673400878906,0.0,0.0,203.6398162841797,0.0,0.0,21.0,6.599999904632568,0.0,0.0,
8038,mvwv,20300.0,9.29818344116211,99610.0,175.99525451660156,294.7084655761719,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,0.0,0.0,0.0,,,,,,304.0,0.0,0.0,,,,,0.0
8039,lyxx,19100.0,1.8802571296691895,99600.0,184.60714721679688,297.91558837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3416999876499176,0.11999999731779099,-10.0,10.0,40.0,14.0,1390.0,-85.0,0.0,392.79998779296875,0.0,410.7423400878906,0.0,0.0,50.82731628417969,1.0,0.0,89.0,3.0999999046325684,2.75,0.0,
8040,rckk,9200.0,2.9231834411621094,99670.0,175.99525451660156,294.4584655761719,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,0.0,0.0,0.0,,,,,,231.375,0.0,0.0,,,,,0.0
8041,msnz,18900.0,2.6927571296691895,101770.0,10.857139587402344,299.35308837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3474000096321106,0.12999999523162842,-10.0,20.0,50.0,14.0,1740.0,-57.0,0.0,408.20001220703125,0.0,418.8673400878906,0.0,0.0,81.38981628417969,1.0,0.0,84.0,28.200000762939453,2.25,0.0,
8042,sglz,15900.0,2.5677571296691895,101900.0,1.6071395874023438,299.16558837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4546000063419342,0.07999999821186066,-3.0,10.0,40.0,14.0,2040.0,-49.0,0.0,411.20001220703125,0.0,417.8673400878906,0.0,0.0,138.6398162841797,1.0,0.0,74.0,21.100000381469727,1.625,0.0,
8043,zjxi,19100.0,1.8802571296691895,99600.0,184.60714721679688,297.91558837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3416999876499176,0.11999999731779099,-10.0,10.0,40.0,14.0,1390.0,-85.0,0.0,392.79998779296875,0.0,410.7423400878906,0.0,0.0,50.82731628417969,1.0,0.0,89.0,3.0999999046325684,2.75,0.0,
8044,zswk,18700.0,2.1302571296691895,101850.0,5.513389587402344,299.97808837890625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.42829999327659607,0.07000000029802322,-3.0,0.0,40.0,14.0,1950.0,-43.0,0.0,411.70001220703125,0.0,422.3673400878906,0.0,0.0,212.3273162841797,1.0,0.0,77.0,28.700000762939453,3.875,0.0,
8045,eaty,60000.0,3.635955333709717,96710.0,387.6514892578125,299.50146484375,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,0.0,0.0,65.9000015258789,,,,,,527.6875,1.0,0.0,,,,,0.0
8046,yeip,42500.0,5.073455333709717,99700.0,121.65150451660156,299.00146484375,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,0.0,0.0,67.9000015258789,,,,,,121.375,1.0,0.0,,,,,0.0
8047,dxky,20700.0,4.223053932189941,99100.0,167.12025451660156,294.9411315917969,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4674000144004822,0.12999999523162842,-14.0,10.0,30.0,4.0,1070.0,-55.0,0.0,374.29998779296875,0.0,399.1751708984375,0.0,0.0,232.34437561035156,1.0,0.0,,,,,
8048,gvbq,21300.0,4.473053932189941,99320.0,149.43275451660156,296.1911315917969,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.59579998254776,0.1899999976158142,-20.0,10.0,40.0,4.0,1200.0,-22.0,0.0,377.0,0.0,405.6751708984375,0.0,0.0,886.6568603515625,1.0,0.0,,,,,
